0,0,-100,0,0,0,24
0,0,-100,0,0,0,24
2,0,-100,0,0,0,24
5,0,-90,0,0,0,24
8,0,-80,0,0,0,24
13,0,-70,0,0,0,24
19,0,-60,0,0,0,24
26,0,-50,0,0,0,24
33,0,-40,0,0,0,24
41,0,-30,0,0,0,24
50,0,-20,0,0,0,24
58,0,-10,0,0,0,24
66,0,0,0,0,0,24
73,0,0,0,0,0,24
80,0,0,0,0,0,24
86,0,0,0,0,0,24
91,0,0,0,0,0,24
95,0,0,0,0,0,24
97,0,5,0,0,0,24
99,0,10,0,0,0,24
100,0,5,0,0,0,24
100,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
99,0,0,0,0,0,24
98,0,0,0,0,0,24
98,0,0,0,0,0,24
98,0,0,0,0,0,24
98,0,0,0,0,0,24
98,0,0,0,0,0,24
97,0,0,0,0,0,24
97,0,0,0,0,0,24
97,0,0,0,0,0,24
97,0,0,0,0,0,24
97,0,0,0,0,0,24
96,0,0,0,0,0,24
96,0,0,0,0,0,24
96,0,5,0,0,0,24
96,0,10,0,0,0,24
95,0,5,0,0,0,24
95,0,0,0,0,0,24
95,0,0,0,0,0,24
95,0,0,0,0,0,24
94,0,0,0,0,0,24
94,0,0,0,0,0,24
94,0,0,0,0,0,24
94,0,0,0,0,0,24
93,0,0,0,0,0,24
93,0,0,0,0,0,24
93,0,0,0,0,0,24
93,0,0,0,0,0,24
92,0,0,0,0,0,24
92,0,0,0,0,0,24
92,0,0,0,0,0,24
92,0,0,0,0,0,24
91,0,0,0,0,0,24
91,0,0,0,0,0,24
91,0,0,0,0,0,24
91,0,0,0,0,0,24
90,0,0,0,0,0,24
90,0,0,0,0,0,24
90,0,5,0,0,0,24
89,0,10,0,0,0,24
89,0,5,0,0,0,24
89,0,0,0,0,0,24
89,0,0,0,0,0,24
88,0,0,0,0,0,24
88,0,0,0,0,0,24
88,0,0,0,0,0,24
88,0,0,0,0,0,24
87,0,0,0,0,0,24
87,0,0,0,0,0,24
87,0,0,0,0,0,24
86,0,0,0,0,0,24
86,0,0,0,0,0,24
86,0,0,0,0,0,24
86,0,0,0,0,0,24
85,0,0,0,0,0,24
85,0,0,0,0,0,24
85,0,0,0,0,0,24
84,0,0,0,0,0,24
84,0,0,0,0,0,24
84,0,0,0,0,0,24
84,0,0,0,0,0,24
83,0,0,0,0,0,24
83,0,5,0,0,0,24
83,0,10,0,0,0,24
82,0,5,0,0,0,24
82,0,0,0,0,0,24
82,0,0,0,0,0,24
82,0,0,0,0,0,24
81,0,0,0,0,0,24
81,0,0,0,0,0,24
81,0,0,0,0,0,24
80,0,0,0,0,0,24
80,0,0,0,0,0,24
80,0,0,0,0,0,24
79,0,0,0,0,0,24
79,0,0,0,0,0,24
79,0,0,0,0,0,24
79,0,0,0,0,0,24
78,0,0,0,0,0,24
78,0,0,0,0,0,24
78,0,0,0,0,0,24
77,0,0,0,0,0,24
77,0,0,0,0,0,24
77,0,0,0,0,0,24
77,0,0,0,0,0,24
76,0,0,0,0,0,24
76,0,5,0,0,0,24
76,0,10,0,0,0,24
75,0,5,0,0,0,24
75,0,0,0,0,0,24
75,0,0,0,0,0,24
74,0,0,0,0,0,24
74,0,0,0,0,0,24
